date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:16:33	1562719/1562719	---M--	200	added ('OK')	image/png	etag:%2263647491d64bfb653d46c396776aafa0%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630784570e9cb4b078b04708_analytics.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630784570e9cb4b078b04708_analytics.png	(from https://www.kula.ai/)
19:16:35	2664540/2664540	---M--	200	added ('OK')	image/png	etag:%223b9c1a016a08168790a00dd6893c34b5%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630784259c00aa8223a76393_extens.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630784259c00aa8223a76393_extens.png	(from https://www.kula.ai/)
19:16:36	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:46:35%20GMT	https://www.kula.ai/privacy-policy	C:/Users/User/Desktop/kula.ai/www.kula.ai/privacy-policy.22.delayed	(from https://www.kula.ai/)
19:16:36	2544003/2544003	---M--	200	added ('OK')	image/png	etag:%22f7f86bec8ec4d0f5e4e405539e6a4baf%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f4d0c84efd724fa37f1557_Gfc.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f4d0c84efd724fa37f1557_Gfc.png	(from https://www.kula.ai/)
19:16:37	29189/29189	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:46:35%20GMT	https://www.kula.ai/careers	C:/Users/User/Desktop/kula.ai/www.kula.ai/careers.html	(from https://www.kula.ai/)
19:16:37	2265955/2265955	---M--	200	added ('OK')	image/png	etag:%2290a5e1d5a1e7612becc9168cbdd9880e%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f4d24d04e067049ad7f8ab_Girish.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f4d24d04e067049ad7f8ab_Girish.png	(from https://www.kula.ai/)
19:16:37	2003917/2003917	---M--	200	added ('OK')	image/png	etag:%22a19079a6b2f618a11b9d547067b5ce50%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f4d373f03a0f3bf715df54_priya-mohan.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f4d373f03a0f3bf715df54_priya-mohan.png	(from https://www.kula.ai/)
19:16:37	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:46:36%20GMT	https://www.kula.ai/terms-of-use	C:/Users/User/Desktop/kula.ai/www.kula.ai/terms-of-use	(from https://www.kula.ai/)
19:16:37	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:46:36%20GMT	https://www.kula.ai/cookie-policy	C:/Users/User/Desktop/kula.ai/www.kula.ai/cookie-policy	(from https://www.kula.ai/)
19:16:38	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=62efc7cb58ad153bfb146988	C:/Users/User/Desktop/kula.ai/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c87ce9.js	(from https://www.kula.ai/)
19:16:38	566547/566547	---M-Z	200	added ('OK')	text/javascript	etag:%22e0d178713ff35b5fd1d9f01a692b459a%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/js/webflow.55f7add99.js	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/js/webflow.55f7add99.js	(from https://www.kula.ai/)
19:16:38	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:46:37%20GMT	https://www.kula.ai/href	C:/Users/User/Desktop/kula.ai/www.kula.ai/href	(from https://www.kula.ai/)
19:16:40	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:46:39%20GMT	https://www.kula.ai/blog/kula-pre-seed-funding	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/kula-pre-seed-funding	(from https://www.kula.ai/blog/seed-funding)
19:16:40	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:46:39%20GMT	https://www.kula.ai/blog/href	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/href	(from https://www.kula.ai/blog/seed-funding)
19:16:41	1912643/1912643	---M--	200	added ('OK')	image/png	etag:%2272f7104fc8753c8d5026a48b8a9fc3c9%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630efe7111317d7d5804a7ad_team-4.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630efe7111317d7d5804a7ad_team-4.png	(from https://www.kula.ai/blog/seed-funding)
19:16:41	2140227/2140227	---M--	200	added ('OK')	image/png	etag:%22a2698df447d5bfcf2bbf8e955fd5351f%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a32083d72345293724eab_Frame%203.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a32083d72345293724eab_Frame%203.png	(from https://www.kula.ai/blog/seed-funding)
19:16:44	3977710/3977710	---M--	200	added ('OK')	image/png	etag:%220ccb1d8d2386a6da73c9210ad6ab7c7e%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/63076e5dd90223543fff0f24_outre.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/63076e5dd90223543fff0f24_outre.png	(from https://www.kula.ai/kula-outreach)
19:16:45	1716544/1716544	---M--	200	added ('OK')	image/png	etag:%228eabe5ce788775ec261b7cd2fee92a32%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/636b54dee5015083c8934bc6_Group%2047295.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/636b54dee5015083c8934bc6_Group%2047295.png	(from https://www.kula.ai/kula-outreach)
19:16:45	2489046/2489046	---M--	200	added ('OK')	image/png	etag:%22d9af868532962678583a23b1f1d143ec%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630db9197d3a67f4ce15e7d4_neww.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630db9197d3a67f4ce15e7d4_neww.png	(from https://www.kula.ai/kula-outreach)
19:16:46	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:46:45%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/6341392d3ef0a554df36f2f4_blueprints-poster-00001.jpg%22	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/6341392d3ef0a554df36f2f4_blueprints-poster-00001.jpg_	(from https://www.kula.ai/kula-outreach)
19:16:46	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Sat,%2021%20Jan%202023%2013:46:45%20GMT	https://www.kula.ai/%22https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/63413d47da79c94bf6afc7af_Reports=putreach-poster-00001.jpg%22	C:/Users/User/Desktop/kula.ai/www.kula.ai/_https_/global-uploads.webflow.com/62efc7cb58ad153bfb146988/63413d47da79c94bf6afc7af_Reports=putreach-poster-00001.jpg_	(from https://www.kula.ai/kula-outreach)
19:16:46	1567554/1567554	---M--	200	added ('OK')	image/png	etag:%22f1c0011c001524e5f99e8dc8f6538a78%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630b1bccc93c97bdd3add195_out.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630b1bccc93c97bdd3add195_out.png	(from https://www.kula.ai/kula-outreach)
19:16:47	1897046/1897046	---M--	200	added ('OK')	image/png	etag:%22a4091c6c624b22c381e7c77643117971%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/630cc2c39e118503d93aa387_report.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/630cc2c39e118503d93aa387_report.png	(from https://www.kula.ai/kula-outreach)
19:16:47	48210/48210	---M--	200	added ('OK')	image/png	etag:%225ec74736f7dbe16421d88681addc47bd%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f758624666f0810bac5cec_61e4095887eb450bdbc7af54_signature%201.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f758624666f0810bac5cec_61e4095887eb450bdbc7af54_signature%201.png	(from https://www.kula.ai/story)
19:16:47	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2021%20Jan%202023%2013:46:46%20GMT	https://www.kula.ai/circles	C:/Users/User/Desktop/kula.ai/www.kula.ai/circles.html	(from https://www.kula.ai/)
19:16:48	1008477/1008477	---M--	200	added ('OK')	image/png	etag:%22bd6558f2fd90420c57d92ed034131987%22	https://global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f9c9a8269706a166d97c5b_img-cir.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efc7cb58ad153bfb146988/62f9c9a8269706a166d97c5b_img-cir.png	(from https://www.kula.ai/kula-outreach)
19:16:49	1939588/1939588	---M--	200	added ('OK')	image/png	etag:%2217ed364d0c30728e7a664a11f56068ba%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a32149da426174f683039_Frame%208.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a32149da426174f683039_Frame%208.png	(from https://www.kula.ai/story)
19:16:56	1835467/1835467	---M--	200	added ('OK')	image/png	etag:%227225618a2aa0c13d1f245b7ffe9c942e%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a322de83aaafb77cb8c59_Frame%2012.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a322de83aaafb77cb8c59_Frame%2012.png	(from https://www.kula.ai/story)
19:16:56	2358364/2358364	---M--	200	added ('OK')	image/png	etag:%2253aff99abaa9dbaed3eedb36fab19d18%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a31f2b123fbe036ad8220_Frame%204.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a31f2b123fbe036ad8220_Frame%204.png	(from https://www.kula.ai/story)
19:16:56	1923427/1923427	---M--	200	added ('OK')	image/png	etag:%22a87cd2ec210c43b2c234e3ec64d5d20e%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a330bc605381d9d3cfb96_Frame%2011.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a330bc605381d9d3cfb96_Frame%2011.png	(from https://www.kula.ai/story)
19:16:57	2588245/2588245	---M--	200	added ('OK')	image/png	etag:%22152d6628b0438be60df0661ae3e0d67c%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a31ff3d72341b21724e0c_Frame%201.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a31ff3d72341b21724e0c_Frame%201.png	(from https://www.kula.ai/story)
19:16:58	1121868/1121868	---M--	200	added ('OK')	image/png	etag:%22f1d277ec264f75d95ef8699963ef51d6%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a32359da426f74b68313c_Frame%205.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a32359da426f74b68313c_Frame%205.png	(from https://www.kula.ai/story)
19:16:59	2456258/2456258	---M--	200	added ('OK')	image/png	etag:%221d5e7a92865f845759bce9deeedf2f9a%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a32dac93c9748b0a29862_Frame%2010.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a32dac93c9748b0a29862_Frame%2010.png	(from https://www.kula.ai/story)
19:17:00	1742643/1742643	---M--	200	added ('OK')	image/png	etag:%223a9da8a3676fbef787105a4151cf34b8%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a3261c93c973e81a28fa7_Frame%206.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a3261c93c973e81a28fa7_Frame%206.png	(from https://www.kula.ai/story)
19:17:01	2410460/2410460	---M--	200	added ('OK')	image/png	etag:%2244f7a8d9eed5fed1c1d12802ad4120af%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a334660f58878b1997522_Frame%209.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a334660f58878b1997522_Frame%209.png	(from https://www.kula.ai/story)
19:17:01	24689/24689	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:00%20GMT	https://www.kula.ai/blog/reach-out-to-employees-laid-off	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/reach-out-to-employees-laid-off.html	(from https://www.kula.ai/blog)
19:17:02	2087003/2087003	---M--	200	added ('OK')	image/png	etag:%22d79c99613177bcafc7e83ac435002e52%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a335dc8ed3b582d1f9c11_Frame%202.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a335dc8ed3b582d1f9c11_Frame%202.png	(from https://www.kula.ai/story)
19:17:02	1637249/1637249	---M--	200	added ('OK')	image/png	etag:%22b0c2f0891c479be667a404c4146c0739%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a3376083655eb76f4f5ce_Frame%207.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/630a3376083655eb76f4f5ce_Frame%207.png	(from https://www.kula.ai/story)
19:17:03	25324/25324	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:02%20GMT	https://www.kula.ai/blog/guide-to-talent-operating-system	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/guide-to-talent-operating-system.html	(from https://www.kula.ai/blog)
19:17:03	1067505/1067505	---M--	200	added ('OK')	image/png	etag:%22870a95103ccf3b183c78c45cfe2977b6%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63bbef9cfb087ebdd928170c_Blog-image%20(1).png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63bbef9cfb087ebdd928170c_Blog-image%20(1).png	(from https://www.kula.ai/blog)
19:17:04	23432/23432	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:03%20GMT	https://www.kula.ai/blog/2022-the-year-of-debut-and-smash-hits	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/2022-the-year-of-debut-and-smash-hits.html	(from https://www.kula.ai/blog)
19:17:05	19256/19256	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Jan%202023%2013:47:04%20GMT	https://www.kula.ai/blog/make-candidates-respond-to-your-outbound-recruiting-emails-in-2023	C:/Users/User/Desktop/kula.ai/www.kula.ai/blog/make-candidates-respond-to-your-outbound-recruiting-emails-in-2023.html	(from https://www.kula.ai/blog)
19:17:06	3128760/3128760	---M--	200	added ('OK')	image/png	etag:%2254fb5c05519b1b219598584e7b049b87%22	https://global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63be33b5bd2de368f57bb41e_Blog-image-2.png	C:/Users/User/Desktop/kula.ai/global-uploads.webflow.com/62efcfb57ed5f41e3fd0f849/63be33b5bd2de368f57bb41e_Blog-image-2.png	(from https://www.kula.ai/blog)
